source,target,path_length
WzB0oaUj9T8,Vr3K_WkZq40,1000
_Yx9cIvgYHc,74YW6fCEfqQ,42
FRfKnA0yMs0,Cmt3Zt_MTNA,28
pjivuCTYzS8,lhvfZbIWzsE,30
X4RJqgZFMUA,KiP8VFy_K2M,1000
O_G-OmCiJKg,O-f7gBVMRv4,11
tkbEg3OimCY,tcUDT-DaY6A,9
zRAQnQ8Sptw,FLw2jH4O7g8,5
n9OL-C-lnys,3gNE70q65No,24
PNAg6IUSxAM,4tML1z720C4,1000
niQR1dRCMt4,Nnk_OuS3wFI,53
3JEzIG_CJ_0,5W9seBYJpTI,1000
XKKqosV0coI,1HHxMAy7210,6
pOdM9NMHnRs,iLeUK_KRFd0,25
pIEwvW8HgOk,2lhlLq2kfdM,1000
DbJdMkaz-Bo,klGrbNMkh0k,1000
beVW82drfYM,8M8L-2V7uYg,42
dRVA8a8Cyo4,YzqiCarSOjc,1000
7yF5CESdtoY,ebtpm-Ag_pw,19
E-WosQFkWXs,Jxq6ueopxcA,56
DZpaQ_F3ysI,VpIyGqWmHfE,7
O1O5KMMUaho,bEEzpmrOYRg,25
Ws5Ot4Fxhes,M4m9kgvPNMU,18
vb-CPBlE5Yw,RthIb2JwkM0,1000
rqmIyBtHOzM,Kp-6EZGd8To,36
npSwl3Tnmpw,u6VeSX8B5bc,43
eHt1hQYZa2Y,ZtIkb2xeH10,3
8OHFahSS9Jw,wAVKOElCkz4,17
vmh4M3QXvt0,1h3zDp141Ec,7
s_gv6L8gp00,kssqHOpDMDY,8
z6lQgAqN4gA,E0zn5xkLIjE,32
cN1yBHqkHp0,PSQ10EMUoZg,29
fsB36hjBuZI,gtgK6SLc9Ug,32
QFBWQ_xVSfM,bnuNxXLpop4,4
_GDZHJKeT3o,QyTKCbmiBqg,32
2L65S2kgj2g,XjR2DTT6o_0,47
Qehxjub5lyo,GUkUcZtmG8g,1000
rcARaOBgYbE,Q-PTK40RBZ8,44
tipPl1tYxPI,2k2Zsl9uiUM,1000
x8K9IxCQSfE,Cr4bYD1HlwI,28
0XNMle-iEMM,3shHrU5shHA,65
rcgHufWPBjU,KmyR-lWRSas,1000
LjDkceSwhpk,22xYigw4-gI,14
bA03pGm_Bo4,CmGoUfBxUvY,1000
Mtq33g9cy1g,HYth0rfcYvw,1000
MAVp5O0SMTI,1Ad67MIlMMw,37
2LFF1W89dyI,KrlT2OUZ7iE,29
ds1ULtwcZo8,_aDPxYUEV5k,1000
zQg5qNLxyIU,ryQ3-wpjQwU,7
q1fH2xBOwwE,KOEJO1GwQoQ,30
5uI6l103664,RV368zx6zII,45
IwOqpsD_52s,zm0adyvqjTU,1000
doZb6Czj9IU,lTstBLDnLkQ,7
vpRBQT75yP0,KTe7CydhRsw,1000
UnC7Rq4wsyk,QjcxZtaOLtE,40
gOSf9795WyI,0hOcbYXg-GU,7
l9ekRj4BZKQ,BkiIhk3eYXM,1000
mTmwBhLMlFg,shMC3aIgT8k,32
emrd1iMeaEg,p1K00-zqK8o,26
JnF5-boed9c,EqqVCV997GQ,25
zLdjAZrJgC4,MoiA60m109Y,1000
u33AJeQ0ups,kX8oYoYy2Gc,12
-nDUnEEtrHw,ssJutXkpSlY,10
n66GB-7JjeI,MbtmJ94NUhw,38
b70Crpl2s2U,HeUoh8qLdU8,46
v99s2vPCnz8,KWyK-UGMiOc,32
NN_rhkKk7mM,4jvWyog4mWc,5
IQs6CrER5fY,jSVLsLKRsDU,10
3TO90OV1IME,1p13K5mZA6A,37
Q2L7g7fYfVY,Sb19O6s590Y,37
dZ9vKsn5UpQ,UFuKDW5UwDk,1000
GWohghGY0k0,iKdRezBWU1w,13
xyGocSuhs3g,2qeuf_wQppY,1000
53Vw8XCTmYY,K6Mw6b1T50U,11
q5eGlidHo4s,lTgG9og1SKs,42
1D7O-hFySQo,mZ0Ll32wYm0,25
vsNy4BcGB_o,vMM16-tMsxs,40
19oBSP4hyBA,e2frDCxoNxU,1000
jfuqIaKxdII,HzEXt_qmpjg,1000
iKfmHQaCue8,D_MpY6LUE6E,26
N331kGvh0U0,KYw0ENoAi2I,3
wAwe2xEbL0Y,vI5JHpwoL_4,46
QQxOu_VEghY,mhHAr8gpus4,15
0Ns9ac95tnc,4Lvh8-9zOG4,36
9CqNufrbXDY,eSML7I5T1eA,1000
DDsBzILy64Y,DI2TwwxMbtU,5
EmwE9HqSl80,3cL1uLcaG3w,7
sjjZs9o6iYM,LSh5fLd5ahw,1000
J9SNdHm1gQU,4kYPScT1I4c,34
jGcXiHYn1eg,qI0FbYe3lRE,11
ddBXyV6CKss,pvmd-yUqiPA,35
nENB-RfAUn8,V6AZNDns4z0,16
DhDjgOkR6yM,cUivKvFwPVA,42
gxf59wPPhgs,TOX07LZTHnw,34
qegJTKsOdi8,BtWLRBBIdxs,29
e2F3g2sgz40,UWrht3zxsws,1000
jWJ6FRK6T6A,sTMHd1JdEDA,45
JtisXqCKSmk,L5L4QlAI3ls,1000
_M70EMjlwZM,iDehC5iWj1c,52
_Ia6w8xMHv8,tlpO_9rdsFk,41
L_Abq7ROY6M,L9OJFxmz-Ng,24
zFvaZyIaASI,AFAfUZgPZls,25
4W-0tnu9Li4,M0yolxSa1TQ,36
n5SRao1hGbs,2gsGKVzkz9I,61
BaR9j3-radY,P1LOzMCt3uo,22
pCsvubJ-QXo,No6RWd4lEXw,28
AXByE9nB-80,LZUAQJ1u0RY,35
9ah9QigYAjY,hi3Pg9oJ3Mg,25
ghX6rpgxnhY,obMpbRo664A,21
TzuZ1hpLIGo,EaeH8nJd9XY,46
m0S6s3-qVtQ,d1EQXOBdPiY,12
zAATD8odimw,p2Ko6LNkviE,4
h6Hw5030fKs,DCBrQGjcHdw,16
rRCTz94WRT0,XQwPPaI-pSs,54
7-EbF2l5x18,vaR_DKoKv6U,33
DQ8UoIJBz50,lnblqLhSLeg,1000
VhbcD7izVsI,LpA6TpZ7Jrw,37
DxGlXqp45Yk,MwYJBG89GsU,1000
QW2vjoFHlrQ,n1eZKe3JcxA,32
Luy85Gkrjz0,9GBXrDx3MAo,5
-i6TtbVGA38,uZ81wjD4IFU,6
rg3vh52bGJE,1r_uet9OZPM,54
b07_DltZszc,bujosPK1s-Q,19
zCYq4HZVmV8,YKPJo6F9OBE,40
DXPsDWPnhlE,ogIqayRDr4w,5
lYyi12XLDc0,-4T7RR7N2XA,3
7cQBqoHqQ-Y,vV4QyykMev8,5
06Wz0xf69l8,r_2E1_40wQU,46
If3c8oytk1g,1iS2FKKxe6I,1000
6boyBA_ucxw,07hqJtpSyWA,3
62Opv2W8XJc,W12cP4hSfeI,31
-GxgtVUtaxc,Fej4p_a9Zdw,1000
DINu35v3eMU,OgFowZYUmmc,16
_pkgVWYkTCM,XafZJ2IcAHE,24
IOJ4lan2MyY,Gi207mG9-gY,9
YiNfbHSSf-Y,e_ewjPuuc-g,18
UMyJVHDgCQY,bQks6OJZmwo,6
NhlgtzetkF4,Y86M3BMw2z8,49
y3IDp2n7B48,JngPWhfCb2M,11
1PO5F3Tm5wE,9B-DaSWrdBA,1000
sw53rIZVoa8,o2ezHUHnbs8,37
pOc0W6JsZFI,-DsgZ4JXXB8,3
_m-J_4V3qUg,wUb_8fXISZ8,13
g5V3_s8BrP8,WnNTogWxotE,9
sQv5hgGdcw4,kZozIVfNSHk,1000
pabZZJaYOrA,eYSpWXozL50,12
oxnI_liO4ew,RIP2AyxYvMQ,23
0w6BNhD_b6A,SHw4T0kMxwg,1000
tMoBrQi60Es,gsagQXMt1y0,31
V-Jr7Mxf7hw,HTBfwhBjBdk,1000
5ol7YSUELzI,UBAoFIBrqbU,22
AUrVcKJX9-w,19ly9HcSFxM,31
IhOKkY9M6zM,OfP14Nx7504,5
4rayIckOBmo,7eZ4HXKmUSQ,36
WYBCHqSebmA,Fvw_kKlznkQ,6
LD4g867bzak,aqZlTNmhT0s,7
26L3nA2RWXY,YVF7fNZ8-_c,46
EN348SxeayA,lm1ziIxCE8M,1000
lJsjJVPeEOo,A5oHiyRaNd0,22
evSZt5xjlaY,X-TYV0-ixrc,1000
Bq1dPi1eNjc,fRznmkjbZuM,29
mon2ygEh3d8,UKP9tKd1oMw,44
GI-ZQA5Uaqw,cOFOaw66ziE,40
y1XdVhIn7ho,KPmwmHqGXQg,53
fGlRsjHTkbs,3gNE70q65No,25
7tC8826mdEM,G4-NMmgVJN4,8
Zqy302EO3dc,wgKbjSeAZfg,14
bWCrlrce35Q,ntRoUyR5-Sg,26
calKQ8uNDXY,VPEChYG6LLc,49
5vdtXYeQFbo,xp-TEyuWVNs,2
IFHpP6bIsPY,JjX7Wkti6xE,26
3jnE0cKHkmU,T3uEXHhfD3Q,6
MYfBTXiurDs,lzI-LeR0T8g,43
-Q6D0RxSeCQ,0DpUSCKLTN0,53
aH3LFypYqsY,Ar_IHA49QrQ,42
2BIEk91gdHE,_BuRwH59oAo,7
RMCwYozEybU,5pSTzfIZno0,1000
oKwmpPoPi3o,ise5tqm-1GU,2
7wzHUvc4vfM,ihTPGYM9uEk,1000
4yvhqKzKf9o,IlcbaPUhpOY,40
3921roKHiF0,A6FPq8Ach9A,1000
J_gQNniBZ6w,sGeAmutUlmQ,24
_-fgAYFuVgE,EWOHlSqKg34,57
x1T_BJHaswo,Ep4nbfKsD7A,42
cwzHpjJBHNY,Fkc8Sp4Ziqc,13
i6RgNYJn0I0,_cEv7EUcZ90,32
syqFrgqSbek,GqEtHYycrcY,58
JcU4tgSAoWA,ydHTDlLl9sw,31
IGzJIFsHl2Q,b_y1srASVV4,44
2JzCHBSP2lU,7xTUSQZvWyA,50
vqw_cy6cGcg,DOHRdGJUdWM,41
Hxs6XTHr-eI,VfRRJe2khqI,1000
8X6GKcLkdRE,AAEuOnWnXVI,6
z2HtCXPZmnk,et_LmNhczWc,38
nuuEu194Xjg,ldx59KAwXAI,37
tAWacfINyhU,MW-MtQjKtKg,17
ZnlH9gtYYdU,7JigMLpjxbg,5
lBF4yGKUW9Y,DHnGpNrJsZE,44
GUrdA1te2DE,Ki8zy-Tem3k,47
OhhUtTOZELo,_ZmipoiLo88,29
ngnXxiQxoKA,EciWlPPwI5I,4
Hi2m2AvwROU,nLae6Q-69Uw,1000
m6MDKbl_SHE,656f9z4qsv0,45
mFzHVsv9Nks,Eli2wDueSQA,12
VE-yfqWw_2w,qaBa_RX1DP8,35
9OnHlbgaIYs,eVZ7y8fd1qU,15
9SeTfcj3UKI,zhLcONtNkew,21
ApEDC_gHBc0,ASKeD9TX_GA,49
ZmDuY14IQGY,I_R_2rL3FLc,8
U7OB2TjgAQ8,kAZSZKDH-tk,46
yUmgEwLgy68,EFRNc9U0cKs,1000
GmOKCsGLS30,2QQTZbVvg44,39
mRPMh6S6wEw,PmhbBtkugII,1000
hTsiIEaeqgo,ODC8r7OX_5o,19
D0j0gVcml3I,t8Lk0YV1Loc,51
-qVwCDNnIUg,7zWlDbN3EFE,50
epShXfhSVwQ,7VmfAm-lj_g,43
IyzP7QIhk3o,cR2iUlJOyeE,1000
4Ws_3UxJ56s,dcOKhrcLCo0,45
Q2-rcvIlqHI,_rb9K7h0740,50
HnVbYTN-TEo,Y9QKLUAISJs,52
etpWa6n62yM,Wqnmc9F2iB4,48
NjWcnHIz10o,bbFlAApQWxA,56
lKSJjAS8r2A,knZa_aZ7omI,1000
b1wogkDmLlQ,7ztHHZBodTU,1000
40pWnzCHktw,XIbhMmC9jxU,5
CJRBboFXWno,tTVZA_9ndvI,2
-TBcxm3oimo,7JTI7nyGV34,60
Vl53DEzawDw,Ywgxa5ORyIU,33
zPToajRMVxs,VIg37Lnm25c,52
LnMvSxl0o0A,Tkly-Nppvck,50
xcHq4InNnno,Jb0kzcCd2ME,1000
9B1AWrc0Is0,4UhZ2htDOks,14
MSBykAngDpY,eS-dgLikEFg,30
W96dME1RTik,B07ludRTiac,54
lj_z886HEuA,VKvPDZe0ToY,7
9aE4eMVeUEw,i96gYf9k2iE,29
IFHpP6bIsPY,SX8kCwUJYfo,28
7R9BLNlR4B0,XUWjT4W8l-U,33
mn4Wk7GjD7Y,vcJJIToGjFs,52
EDjnYuVnqq4,9D3EQ20ivqw,21
ijqvv_kqMxw,25Wc7e0QYKo,31
ptAquieGPw4,ixS_e0V1WiY,4
dY_wpNeEjl8,3H8NSXwMi28,1000
_qt0hGgkHX8,pCKKQYYTNto,5
gUVhpJF18K0,xs5HnhvKGNA,26
mqjr2cF5UGE,JJXn4mupmzc,47
AY4XNa58iUg,3J_wVHkGoEQ,1000
fy2_kaH6mO8,YB5g-G1mHko,2
r5IA-Q_ntCc,nCTGSF-yQ5o,12
rE7TuuXkk4E,hFtc2iAce5g,42
EkykCRtbUeE,UFdsIDylcO8,45
TX0eTp7SoNU,oc7SufBR2u0,16
e14SdZSm6aA,hFtc2iAce5g,46
94L48CxYI00,YWn6TUaofwE,11
YV_E14puHDY,cofvdqO1yvg,48
CwgIZQDY5zc,oFYa5YS7Zgk,30
7qrt-c2SIwY,DlghEcFgPuc,4
nU3SZLxgbjs,r5nWv2ygVuQ,34
z-Z2dfbSvjo,StwBMTUTfc8,7
hTqEkagrxPk,ukvEaRIyxSs,60
lidR04ctL-4,WlNjDnEvVNc,4
ro-G8iPUhmY,Riad3Q81RQo,41
fPiEnLV4130,SXR-OMF9raw,29
Do5OmHsDBd4,KdNX7p_-thA,26
36jy4zzLLI0,lPQC60R1hEo,1000
SV22CmsdATM,iwXNIEswLoA,63
cvzWPb3wzW0,KFpdERsQPlQ,44
zO0vR9koitM,ASMGPCU68t8,9
CUl1mAjTTb0,7YpLwovLVrU,27
pr5yANnHpQY,QjcxZtaOLtE,37
e14SdZSm6aA,doe4SVDl0a4,4
7k7EOsAdVes,5c0CaxYyvwM,17
nmDf6SnTVxg,VdA1aCLRIXE,18
ITA42EIyXkg,636ctiivo2c,2
lbWYWx0bm8w,n8M10VuY_Qg,1000
6BQBU9-jsnY,dR86RWB7_io,54
SOVVFoNjAgU,qcL3PHRNMQc,38
uMQXwxfL66s,L_T-1dvtq68,37
Y50LPlSKptc,lWcKUa2RD9U,37
1IUTQmBldcY,sYcNhjRme7E,4
iyA30nnrVxE,aLX3KUCsOyY,1000
uw48hzsX4Tc,o2SRo_yCMbE,6
wiTFfZIJggs,gd_N4hQvhGI,46
QMsAesRr324,k27g6xYSS6U,1000
MVeOSilTtVs,T3uEXHhfD3Q,7
z97ffD1AqO0,0ffRHQL4rTw,31
ebxo88YYn7k,sSAkc2iGznk,43
Lf1gFsEnYiQ,etww_CGp_wo,28
vgzossh0rg4,uNpP-NQShw4,13
FsTCW_-uoUo,i7Km7YDJjDM,43
wonMI-NqeXQ,XPZALOLeujc,53
lZKC1uYsJ9Q,lvYbbizKgDA,52
A2mXNOmu3qY,6o7KpBhf44k,23
pjivuCTYzS8,UXaMJTJ91A4,1000
qF2v6mW9J2k,iO8qKGBL9vY,15
exNwOl6df6M,JVDNk5PSjFo,49
FD6Jx95sKZc,tRIu7f5SBEA,1000
z-_23hlqIwE,jA_tLV2inoY,5
CNyeSPiH2SI,ZmqBpK_QS8E,52
DWYG0d5_kf4,6LG7JUSwi9E,1000
d5DggfIKUNI,L60wE8NuWVU,1000
WLFsp87wRDg,UzqEplADFgo,18
HAV6Mfh_7KY,wcpChoiYdAw,1000
EGHBT9RyxbU,TMLyyU8H30k,50
GAi2AFpy8Jg,yS0p5sjklPU,37
gCeA2lHt6lM,aE3S2lXodeE,52
QxGgohmCvuc,YoMKcY5Os_w,1000
ETAPSM2jv9U,x5024DxUqv0,49
T4b8xIslhks,183O1hDCShU,29
0_GkLHxfLJI,864JPO3H2Sk,23
DLPXKUgL4l8,os3q2mJZJXw,41
MYvvV0sJuGk,HEEKEG4Mzj8,1000
XsjjKWVTXcw,GtMgz2Gsd-I,24
3b78UoPMF9Y,IK6n7D3r24M,32
DERtFtCrr7Q,IEeGA6hlqgA,1000
3k76zIahpf0,lbwLfljLTK0,30
hb1yq15X3Xc,7lOAAEN4zTg,34
mhzASYsqQ74,x456xnMxgXY,51
dfnm__lNNUg,xLD0pxflAM8,15
pQl1drUS0Pc,DTX5hGNplEA,14
5GuWT7wCxz8,Ru3yRi1q1pw,1000
74X7cC9CWEg,pqnn6y_vLX4,1000
0XxI-hvPRRA,uNcQTqN3H3M,1000
lsLZi2nodxI,oGxxLC7PtJU,1000
hKQj_1_tv1I,1Ad67MIlMMw,47
rrjVCU6DemQ,UWurA4LDD5s,8
cGgt5w1rjFg,mLq-ieq-uDc,1000
2uiRSUgw_mU,L86AAGZ9BBg,53
ce8J6krOci0,e612uJzBwQ4,1000
xvMyt6kgXnQ,gros-q004mg,1000
VRzyCOJp2lk,pepBqqNPyvY,45
FQIiN6EOdc8,GqXxYr1GUHc,5
KMo4wKHjrM4,7Ee8Sflbm34,3
iTARX3A8EWQ,mRBPhJcX_2Q,6
X-JKvesYuRk,j302ljgLmjc,25
ceiMvx3HoYg,TepQKMOtmEI,55
LSobKe__K1g,HJfnlD66urM,51
ZaH83cxcYMw,6wUYgEHJoI4,15
rjnpUNnWNn4,PdWOtKBx1jQ,1000
i-BQXhFAZhQ,gc9QyDzJQmw,40
91O72fxX1hU,X36wil9CVvI,1000
Nra9flc3gJY,82n3sl2WB0s,29
EbVIco3aPKk,f41UPzvHmCs,1000
dQ3-3PsLMPc,_wXiAGZIhf8,27
I6vbKRQsq1k,7TUjVzdI5i4,35
93W3N3XG_Ig,yhngfdBY_lU,1000
rLgVmeFP0o8,Si661l-uQIY,1000
vjO-kK7R2pU,xNqg6Vn39Zo,39
XO0ZWyVOmtc,yyRTBq_tyYc,7
p3V7RyiaZpw,tLa3Wac4O2A,12
Ni4N_LSECws,cn7YuAcIQ08,52
YgQY-Wn_jLo,js7exltIw_o,44
XVNtlEmYMqE,AaZuvSPdkXo,30
sQr3b78CFdM,EkF6YbtWt7M,1000
b5J47rqAxnI,nqDDIVyArMs,8
IkRcnobili0,lAXyRFWp9_Y,34
kI-H1fcK0uA,9o2Ai3Q3SbI,35
TZpTSBilKfY,zDdg6KCgz9E,1000
1IOEW86Z0yo,SEIX5MUR4xc,18
uK-vmEm3JDU,PsBWyfO7S30,5
HrZSMjT02Sw,gkXf86u70Vk,1000
s7jVpZVbCIY,jP3IMrpfPF4,43
NW0fuDNOv4s,_uDPU6nfopo,11
q_z5XTgHhSc,IDo8MD8uYTw,1000
HVtLlLQpvso,1_3SVw1VX80,1000
fRjPaSIQvzE,TXs46a6Kd0U,4
NNfa_KiVlOs,w1OS7z9t_lE,43
4LVqbwW18WU,_4EgwTc2U90,1000
7bI_31rW9eo,w1OS7z9t_lE,36
lBpaHYYbV-w,ChFJOYO622Y,24
Mihu03SwjEk,yWW8YBsdq4I,5
CZyZPuD_OzE,RYt5AwdNETk,28
63G9drEWnCs,fHhdcaVDQyc,2
j4ASeaIChCs,7EVtac0Dz5Q,49
vs_sNz94hKI,FVDKUV-OBX8,8
opZ_Wf4_Q6M,yEXPe-QqFKk,21
RjlnmACruuc,wBps8t1eco0,1000
aO8h3xNGOEg,9PEIsWDzcBE,33
7JqfSQKeqpo,nZRB3ukK6us,34
UUfpCebOmFE,Q_nly2q6sDY,4
TlOToaPpKjI,n7pxhCpFhqs,10
_TlkwjmoEsY,3ShNvbkBUek,2
JP-kezQAV18,7eZ4HXKmUSQ,37
8TNeXmXMWBY,jwA381B5AkM,22
dT86bYjaj0U,gQC2VQnoneI,1000
iMh-HPXtu68,rx_Wl-bTM9U,1000
_2wOxnAiIVs,iJX9WqULzBI,30
FwTjBz3bFMc,q0LpZ-uph8M,33
RpAs-5fJbF4,k5Qj78aXNUA,28
zqmEeZ8qot4,6u8rjxxpO44,53
ZQC7GK7Uu7g,V5_KXFedM8Q,1000
CvNMTIHmFRs,1JghVH5mZXs,36
M-dJmKZ7kWg,mALesWBThh4,12
I07xDdFMdgw,MZTorUZZe2E,9
ZqrfG1lch48,owygOTm7vJo,2
Ga7hU-3-PbQ,pjyiJdYAdhE,33
QVK7nqMWLcc,ut5fFyTkKv4,4
214YnExVLIc,GCcGNLmuqaM,1000
y0cuz_pyuA4,7Q7lsDHVm70,1000
ise5tqm-1GU,KoriGShgWDI,2
r44H1YWn1tw,uvmuK6Z3zYQ,1000
y1m4G6XVBlU,v8g51mxxHfA,37
4LMx_n41cbk,IVbUd-siS-A,51
d2vtd2haWWw,RekcNK73pkk,37
dPsGNRItrso,ofxzxA8sgdw,1000
yP_w698GNhw,JduoCON7AfM,32
2gzYPAEE4Tg,4mJ76Cq0N-8,1000
X4HnxYXa7uk,ZMyDCXbk6y4,48
MSd44vgWds4,11PSUBo5_J4,1000
6jOm4Q8_6nk,wdTpBUBUx-4,1000
yCq8x9FSezw,14OMPgJWWS0,9
FPqTO8lwolc,9xvMmFRymgA,1000
rwTFDKX7zLA,KKFeWvOfATA,39
J7MU752ZnZE,bKxEQzS5vWg,12
FvBryUu3gx8,QJ3Qx7t4VeE,39
6RPO-vVKgFk,HCP-cBeZ4EE,4
ZgoyGmL30fU,x_xaaDiladU,21
WX8REtM4TsM,a6peQrEmVjY,52
RzQVGdPyjYA,ispeI8CzEpc,9
JMsW2Tjykec,UFdsIDylcO8,46
MvqGnLHlP_4,aW1UGo3WWHo,30
v135JmlY17g,Sh2QWN-Ktbo,68
qZyKs956oaY,sD22amwYR0A,19
YEc2QVsZ0sE,wqv5CvST_Ks,1000
gouGHOWxsXs,n2-SsgrsnHI,7
aU2-tf-Q_-0,Zn5p2im22Bc,40
mE5cRQwxTJo,31F5o_bAXP8,37
aLiXgdzY3nM,PktXgxbfac8,1000
mN0JmmWjgBI,8vTyvdl4eCo,1000
cGg1n2auiz4,Mp2jMnabluY,1000
2--FX8BmJO4,TviTCFAGr6w,1000
C377Zk_ypuA,RFVx4mhC7Cg,1000
pmbLhGZYFbk,FuSsmtZj4zw,19
ViyKBiYQ7N8,EXfuoutINvI,7
Dcd7-z3SriA,05u6BNW35Rc,8
WVeFzQpLq6A,7lfzYMClsao,65
M9HLWfKx7s8,2YonCCE0ZYM,21
lbYUFMyk1n0,8mmte9A9Guo,4
le20VapG8eo,I9rxfnIgGdM,1000
UBDAe_jsos0,vp5_13kqYds,10
naE32R7ey4M,5s0stuNcuw8,18
M0mfB5XzRJI,SqtKAB8hLRg,10
0UU2DkpDfjo,x2FIK7DxAWg,34
4qElvELoD-Q,H1BYrSk46vg,11
f7dpI2phE4M,3S58Jn_HPuo,2
iksdzlIOn3k,cS6Wqt00gTc,3
WMN1pPC1mcg,t94tfD5uTwo,20
9kz27VFFnHI,gRgkZ9b3mS8,1000
WIDXpQyqH2Q,z00953vlUeI,38
Wp4ykVSBfts,SIJiX3W3IGE,39
388zOHr_cjM,f_XRklPWEQw,1000
KO9mMS_VJNU,qmF6b08edJc,62
GOPRMSlqzbU,Tkly-Nppvck,41
4sx1cK2xAYc,Qf9o7jynQl8,39
LPQ0_ugFX3A,-7wAEMIAhFs,5
ZcmNX3aZg6E,Jy09vLHkIes,5
uqwJ_xTTyg8,1dQirAqjI-s,48
c5bPvdBRkWY,qSILI_-Ii6U,1000
EfGpuWxHuKw,9ljSlzbfeTg,20
0g6fh31XrPg,4I8ZKwsgYIg,3
AQ1cfoMWRpQ,fYSwFE3NfNc,16
RLcpWwD3Hhs,nFWQTARtRCI,1000
RKTGOLeD1yk,GOGmZvc3s0w,32
ABXsh_10vmo,HWMWe-eR4uo,4
PBLU969kudM,CP8y0Rfh1kY,38
-c0xawkXkCI,E-2Q4oHJoCM,1000
oHhr6d5i9as,gumKBO-a1ac,49
N5wFrS4VvzE,VjM7nkfm7nc,48
MqNAxXgmTqM,gv_fdV-RQ-0,1000
_BrJQRANXzM,_pIqZmSRNsE,35
yFYQq6EXoSY,32YckJHM2ek,40
SZkoMRsFkQ0,OMFdoe7uYPo,9
_tNh3cl0V9I,pFgKP5fDRi4,28
RcfUw8jdBdM,5DSv0yDqIqw,34
eNGsMM23cB0,6dOXjLZ6rr8,1000
LDPDWzsLCog,WN3BGSk1L_Q,6
TBG8vGOzouU,QtWsF7DajcM,68
-fwTCVC1Etk,CSic4tlreUQ,57
POSzY1oIySM,26cP63fsBt0,60
ethTkFSUdZE,BmjbCfgCqCE,2
ZEl9Z8ss45o,YR5CzbHs4ig,6
reybRGGShPU,k4XJGjxJUD4,15
2BB71tCExm0,WfG2URjj5F0,42
2ciMXUer85c,n1DChnOfx-o,1000
hC7CYZWyhWA,ioxbz1VaKTk,35
Yz6dMe1FblA,dyD1LrF5IMc,1000
yfyjhtOTy1s,rRAVoyUCxz8,7
Vcz7EHoC3_Q,SzMogYUubyc,1000
OZj5Q4dOMgg,vPvdWXeomLM,25
g06TP17rSA4,UhnOg7duzrw,64
TePXmeXyNJY,FfcLUhDqqt8,13
JVo3YxvkpYw,Y-sGDwXeKKg,36
5Gx8jd9lNXA,I1xFWWao88M,35
heqz1FOE2Is,_3qiR55w6ms,51
7thDm7xJq-Y,dvWmLKumhKc,6
A9_atLn0h18,fhiGnAzUl5k,1000
FrnQaibBOiU,U1FBAdHt2lM,40
blHif_di1mY,oRxF8UcNZaE,46
9Gn9htpV5Ks,ZHbQi30SL2c,1000
axrredY_qKc,nWh8RKhM25I,22
yIz4PV9e1k8,FkbM1M1WN0w,6
TsF6PZdctJU,bl37nQD_rdk,52
LtjHOAXyLZE,75uDA7QPcuk,4
_aLLHFSM7i8,gPoPMTAdYx0,49
--j2PKUQZnI,G5UBOfSPIUM,34
RBJIVwJ-LmQ,a2-WHAkDrfA,54
rKqKP_FTHuo,Nd_Zkx6_KP0,1000
2vMPhD7oxmU,R6X2EfNYcXU,43
d4LwTa1z9Rg,nFfWjIyjejI,35
v0B_CyfMuH8,nYYuYVHgsjQ,5
q-HbSIyXYcI,pvI_tvVy8y0,34
BfXyiAvFpFo,H6xe0Ej4ztM,9
HgvgDp8-FhM,_3qiR55w6ms,61
i-BQXhFAZhQ,7r1vMfwD1s8,1000
rIweKGjEPkA,vlGcismT6KI,38
nILuEkpx4IA,p38kaPfXZB8,1000
E6nl8fj85-8,L-hPVSDPxXc,7
vsYvIpoS5Dk,t_YvhyJVqTU,46
5ZWLqs9ZMFQ,A5J1X1bbRcA,1000
iRWaDq-2x-4,UOQhTMHMm70,4
Lj02GIarZh4,hWd31yWCpBg,1000
5GuxJp0qdLM,6rrBFJ65AxU,37
nOaimZkcjGY,h4oGj_LhxDA,9
EqgzorI71TA,r20TM4uqIgE,8
YkidVP0AcQ8,qMndTAWFP1E,11
rb6_DZh7_jU,78TIVyrVGRQ,1000
0H5E6omxIO0,vnnwSQhTM2w,30
1rtGLuv3Tb0,lKZotCfyavE,2
3dfDlveVuD0,vGAa5qN_h8E,1000
5EohpXyhe5o,-L8y1rwP8iE,7
PMkWJIZJYOY,AP2dQd8fxh0,41
GQKS7TOQG8I,Yp8odwWBnZk,7
icUh2kmVC30,q_hwkrcOhAA,29
o3vIGhRnIDw,P2BdUVDW8yc,1000
oshF7mGhPCw,4g8QgUKCm0c,41
QQCjmI4MW-E,dY_20V3SW4w,1000
4Sis3hy6MbM,qySUc51aXIk,6
fIDE459eQz4,BtWLRBBIdxs,25
r7UQKHfkzYs,fMf9HelyY9E,77
UjfbAKXVdAc,GvhcDzAWRbE,64
lJgKz7GlucI,LFuJ6XrfBQ4,1000
1KAJWx-WWy0,_T3LigWPAJo,22
O1qXrvsv92M,IOdqVtA55Mg,34
bP-tFuy6yGI,CxYsbwcWKaY,21
BWg6lAFKO9A,qy58xFdj1mI,1000
7YkH_U53Z7Q,Wi_E5braF3U,31
ic7H-xqXlp8,9HqTRsBbZug,5
tjzh1WMTauQ,UH5uExQUnjE,34
gpiXQE21BaE,OKFAN0KZoDo,61
799CCSWcfL0,9XVlPTDJAgk,11
